country,region_name,subregion_name,sector_name,group_name,crag_name,route_name,rock_type,geo,exposure,link,grade,height,pitches,bolt,anchor,type,steepness
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Kleszczów","Łysa Kleszczowska","Łobuz D. E.I.","Wapień","","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,6286.html","VI.1","18m","1","7","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Convivium silentie","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6308.html","VI.4","10m","1","3","TAK","ubezpieczona","przewieszona"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Diablos kotletos","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6310.html","VI.2+","15m","1","7","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Diablos Teqilos","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6659.html","VI.2+","12m","1","6","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Dżownica","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6304.html","III","12m","1","3","TAK","ubezpieczona","połoga"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Jointventure","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6305.html","V","14m","1","5","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Kotletos pazuros","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6311.html","VI.2","15m","1","5","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Lewa","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6314.html","V+","6m","1","2","NIE","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Los fronkos desperados","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6309.html","VI.3+","15m","1","5","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Mirmoory i skowronki","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6317.html","VI.1","14m","1","0","TAK","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Mlecz","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6312.html","V","14m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Nekromanta","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6316.html","VI.2","15m","1","2","TAK","mieszana","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Prawa","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6315.html","V+","6m","1","2","NIE","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Reanimator","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6301.html","VI.1+","14m","1","4","NIE","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Republika","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6306.html","V+","14m","1","5","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Rysa Porzyca","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6307.html","V","10m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Samsara","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6302.html","VI.3","14m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Skośna","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6313.html","VI","14m","1","0","NIE","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Trzy okapy","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6300.html","IV","14m","1","5","NIE","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Mlecz","Zać","Wapień","","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6303.html","V","18m","1","0","TAK","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Czubatka","Nic Ci","Wapień","","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,6621.html","VI+","14m","1","6","NIE","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Rusocice","Czubatka","Tak Życia","Wapień","","Sektor słoneczny","https://wspinanie.pl/topo2/page,topo-droga,droga,6622.html","V+","14m","1","7","NIE","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Do Okoła","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6888.html","VI+","35m","1","9","TAK","mieszana","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Everest","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6289.html","V+","25m","1","0","NIE","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Feel the Power","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6290.html","VI.2+","25m","1","9","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Gaudynowskie ryski","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6294.html","VI.1+","30m","1","9","TAK","mieszana","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Hardest Designe","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6293.html","VI.3","0m","1","0","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Lewa","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6647.html","VI.1","25m","1","10","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Lion Zion Way","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6611.html","VI.2+","25m","1","9","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Lwia droga","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6295.html","VI.2+","25m","1","10","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Mechem","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6296.html","VI.1","26m","1","10","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Milenijna krucjata","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6298.html","VI+","25m","1","9","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Milenijne lata","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6291.html","VI.1","25m","1","0","TAK","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Pielgrzymka z Chełmka","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6603.html","VI","25m","1","8","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Prawa","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6646.html","VI.3","25m","1","10","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Przewieszone ryski","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6297.html","V+","26m","1","10","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Przez Lądy i Oceany","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6648.html","VI.1+","25m","1","10","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Purpurowe Gody","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6613.html","IV+","25m","1","10","TAK","ubezpieczona","połoga"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Purpurowe ryski","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6299.html","IV+","28m","1","11","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Płytką","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6644.html","VI+","20m","1","7","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Rozgardiasz","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6610.html","VI+","25m","1","9","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Sinusoida","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6602.html","VI","25m","1","10","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Trawers Ściany Czołowej","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6604.html","VI","20m","1","9","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Trzej Muszkieterowie","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6605.html","VI","25m","1","9","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Wadowicka krucjata","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6292.html","VI.2","25m","1","11","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Wizytówka rejonu","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6288.html","VI.3","24m","1","7","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","You Can Dance","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6612.html","VI.2+","25m","1","10","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Gaudynowskie Skały","Z Twych Ramion Do Nieba","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6645.html","VI","30m","2","13","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Zakątek","bez nazwy","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6378.html","VI.2+/3","12m","1","0","NIE","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Zakątek","Mizerotka ","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6377.html","V+","12m","1","0","NIE","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Zakątek","Pigułka Szczęścia","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6379.html","VI.2","12m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Garb Tenczyński","Gaudynowskie Skały","Zakątek","Skok w bok","Wapień","N 50°3'6.984"" E 19°34'41.016""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,6380.html","VI.3+","12m","1","0","NIE","asekuracja własna","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Sanki","Wąwóz Pólrzeczki","Kanapa","Kominek Śpiochów","Wapień","","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,6830.html","III","11m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Rów Krzeszowicki","Trzebinia - Balaton","Balaton","Ewka","Wapień","N 50°9'47.9484"" E 19°27'45.2118""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7003.html","VI+","10m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Rów Krzeszowicki","Trzebinia - Balaton","Balaton","Filarato","Wapień","N 50°9'47.9484"" E 19°27'45.2118""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7018.html","IV-","12m","1","1","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Rów Krzeszowicki","Trzebinia - Balaton","Balaton","Lewa Rysa","Wapień","N 50°9'47.9484"" E 19°27'45.2118""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7010.html","V+","10m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Rów Krzeszowicki","Trzebinia - Balaton","Balaton","Międzyblizny","Wapień","N 50°9'47.9484"" E 19°27'45.2118""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7007.html","V-","12m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Rów Krzeszowicki","Trzebinia - Balaton","Balaton","Na Szczyt","Wapień","N 50°9'47.9484"" E 19°27'45.2118""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7009.html","III+","13m","1","1","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Rów Krzeszowicki","Trzebinia - Balaton","Balaton","No Problem","Wapień","N 50°9'47.9484"" E 19°27'45.2118""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7004.html","VI+","10m","1","2","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Rów Krzeszowicki","Trzebinia - Balaton","Balaton","Podchwyt","Wapień","N 50°9'47.9484"" E 19°27'45.2118""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7006.html","V+","12m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Rów Krzeszowicki","Trzebinia - Balaton","Balaton","Prawa","Wapień","N 50°9'47.9484"" E 19°27'45.2118""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7005.html","V+","10m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Rów Krzeszowicki","Trzebinia - Balaton","Balaton","Prawa Rysa","Wapień","N 50°9'47.9484"" E 19°27'45.2118""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7011.html","VI","12m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Rów Krzeszowicki","Trzebinia - Balaton","Balaton","Prawa Rysa Trawers Dolny","Wapień","N 50°9'47.9484"" E 19°27'45.2118""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7014.html","IV-","4m","1","1","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Rów Krzeszowicki","Trzebinia - Balaton","Balaton","Prawa Rysa Trawers Górny","Wapień","N 50°9'47.9484"" E 19°27'45.2118""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7013.html","V+","4m","1","1","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Rów Krzeszowicki","Trzebinia - Balaton","Balaton","Prawa Rysa Zacięciem","Wapień","N 50°9'47.9484"" E 19°27'45.2118""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7012.html","IV","4m","1","1","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Rów Krzeszowicki","Trzebinia - Balaton","Balaton","Prawie Jak Komin","Wapień","N 50°9'47.9484"" E 19°27'45.2118""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7015.html","V","12m","1","1","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Rów Krzeszowicki","Trzebinia - Balaton","Balaton","Prawy Do Lewego","Wapień","N 50°9'47.9484"" E 19°27'45.2118""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7017.html","IV-","12m","1","1","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Rów Krzeszowicki","Trzebinia - Balaton","Balaton","Środek Prawej Ściany","Wapień","N 50°9'47.9484"" E 19°27'45.2118""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7016.html","V+","12m","1","1","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Rów Krzeszowicki","Trzebinia - Balaton","Balaton","Wij","Wapień","N 50°9'47.9484"" E 19°27'45.2118""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,7008.html","V-","10m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Czubrówki","Grupa Rogożowej Skały","Bulwa","Bardziej w prawo","Wapień","","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,7586.html","VI.1","10m","1","4","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Czubrówki","Grupa Rogożowej Skały","Jednorożec","Leworożec","Wapień","","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,7604.html","VI","10m","1","5","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Czubrówki","Grupa Rogożowej Skały","Jednorożec","Nie taka ograniczona","Wapień","","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,7587.html","VI.1","10m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Czubrówki","Grupa Rogożowej Skały","Jednorożec","Praworożec","Wapień","","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,7605.html","VI.1+","10m","1","5","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Czubrówki","Grupa Rogożowej Skały","Kość","Bones","Wapień","","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,7591.html","VI","10m","1","5","TAK","ubezpieczona","połoga"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Czubrówki","Grupa Rogożowej Skały","Kość","Na przełaj w pieczarki","Wapień","","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,7589.html","VI.1+","10m","1","4","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Czubrówki","Grupa Rogożowej Skały","Kość","Ple kieliszki","Wapień","","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,7588.html","VI","11m","1","6","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Czubrówki","Grupa Rogożowej Skały","Kość","Rozkład łapek po kieszeniach","Wapień","","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,7590.html","VI-","10m","1","5","TAK","ubezpieczona","połoga"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Las Wolski","Kawalerskie Skały","Kawalerskie Skały","Kawalerskie Zacięcie","Wapień","","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,8109.html","IV-","12m","1","4","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Las Wolski","Kawalerskie Skały","Kawalerskie Skały","Lawirant","Wapień","","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,8108.html","III+","8m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Las Wolski","Kawalerskie Skały","Kawalerskie Skały","Lewy Rant","Wapień","","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,8107.html","IV","8m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Las Wolski","Kawalerskie Skały","Kawalerskie Skały","Walczący z Trójkami","Wapień","","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,8110.html","III+","9m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Sokole Góry","Rejon Bońka","Ponton","Ponton","Wapień","N 50°42'9.165"" E 19°18'53.9814""","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,942.html","VI.1","8m","1","2","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Sokole Góry","Rejon Bońka","Ponton","Super Ponton","Wapień","N 50°42'9.165"" E 19°18'53.9814""","Sektor zacieniony","https://wspinanie.pl/topo2/page,topo-droga,droga,941.html","VI.1+","8m","1","2","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Sokole Góry","Rejon Bońka","Pielgrzym","Ania Kropelka","Wapień","N 50°44'8.0154"" E 19°17'34.008""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,927.html","VI.1","12m","1","2","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Sokole Góry","Rejon Bońka","Pielgrzym","Anka Parbat","Wapień","N 50°44'8.0154"" E 19°17'34.008""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,926.html","VI.1+","12m","1","2","TAK","ubezpieczona","mieszana"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Sokole Góry","Rejon Bońka","Pielgrzym","bez nazwy","Wapień","N 50°44'8.0154"" E 19°17'34.008""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,1583.html","VI.1+","10m","1","3","TAK","ubezpieczona","pionowa"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Sokole Góry","Rejon Bońka","Pielgrzym","Diretisima","Wapień","N 50°44'8.0154"" E 19°17'34.008""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,1585.html","IV","8m","1","0","NIE","asekuracja własna","połoga"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Sokole Góry","Rejon Bońka","Pielgrzym","Droga Przez Szczelinę","Wapień","N 50°44'8.0154"" E 19°17'34.008""","Częściowo w słońcu","https://wspinanie.pl/topo2/page,topo-droga,droga,1584.html","III","10m","1","0","NIE","asekuracja własna","połoga"
